"","ReceiptID","Item1","Item2","Item3","Item4","Item5","Item6","Item7","Item8"
"76","76","Chocolate Eclair","Apple Tart","Pecan Tart","Apple Croissant","Apple Danish","","",""
"77","77","Opera Cake","Strawberry Cake","Blueberry Tart","Lemon Tart","Apricot Croissant","Chocolate Croissant","",""
"78","78","Gongolais Cookie","Vanilla Meringue","","","","","",""
"79","79","Casino Cake","Strawberry Cake","Chocolate Tart","Chocolate Croissant","","","",""
"80","80","Raspberry Cookie","Lemon Cookie","Lemon Lemonade","Raspberry Lemonade","Green Tea","","",""
"81","81","Lemon Cake","Lemon Tart","","","","","",""
"82","82","Napoleon Cake","Apple Tart","Vanilla Meringue","Apricot Croissant","","","",""
"83","83","Walnut Cookie","Chocolate Croissant","Almond Bear Claw","","","","",""
"84","84","Lemon Cake","Cherry Tart","","","","","",""
"85","85","Apple Tart","Blueberry Tart","Apricot Croissant","Hot Coffee","","","",""
"86","86","Marzipan Cookie","Tuile Cookie","","","","","",""
"87","87","Lemon Cake","Chocolate Tart","Lemon Tart","Vanilla Meringue","Cherry Soda","","",""
"88","88","Strawberry Cake","Napoleon Cake","Berry Tart","","","","",""
"89","89","Lemon Cake","Lemon Tart","Pecan Tart","Marzipan Cookie","","","",""
"90","90","Blackberry Tart","Gongolais Cookie","Chocolate Meringue","Almond Bear Claw","Single Espresso","","",""
"91","91","Berry Tart","Blueberry Tart","Apricot Croissant","","","","",""
"92","92","Apple Tart","Apple Croissant","Apple Danish","Cherry Soda","","","",""
"93","93","Blueberry Tart","Apricot Croissant","Hot Coffee","","","","",""
"94","94","Marzipan Cookie","Tuile Cookie","","","","","",""
"95","95","Blueberry Tart","Apricot Croissant","Hot Coffee","Single Espresso","","","",""
"96","96","Chocolate Eclair","","","","","","",""
"97","97","Chocolate Cake","Casino Cake","Hot Coffee","Chocolate Coffee","","","",""
"98","98","Apricot Tart","Vanilla Meringue","Cherry Soda","","","","",""
"99","99","Lemon Cake","Lemon Tart","Cheese Croissant","","","","",""
"100","100","Raspberry Cookie","Lemon Cookie","Lemon Lemonade","Raspberry Lemonade","Green Tea","","",""
"101","101","Chocolate Cake","Strawberry Cake","Berry Tart","Cheese Croissant","Orange Juice","Hot Coffee","Vanilla Frappuccino",""
"102","102","Casino Cake","Apricot Tart","Raspberry Cookie","","","","",""
"103","103","Coffee Eclair","Vanilla Eclair","Almond Tart","Pecan Tart","Gongolais Cookie","Vanilla Meringue","",""
"104","104","Blueberry Tart","Apricot Croissant","Hot Coffee","","","","",""
"105","105","Apple Tart","Apple Croissant","Apple Danish","Cherry Soda","","","",""
"106","106","Vanilla Eclair","Blueberry Tart","Vanilla Meringue","Walnut Cookie","Apricot Croissant","Hot Coffee","",""
"107","107","Lemon Cake","Chocolate Eclair","Ganache Cookie","","","","",""
"108","108","Hot Coffee","","","","","","",""
"109","109","Raspberry Cookie","Green Tea","Vanilla Frappuccino","","","","",""
"110","110","Chocolate Eclair","Apple Pie","Blackberry Tart","Cherry Tart","","","",""
"111","111","Coffee Eclair","Apple Pie","Almond Twist","","","","",""
"112","112","Cheese Croissant","Orange Juice","Vanilla Frappuccino","","","","",""
"113","113","Almond Croissant","Cheese Croissant","Orange Juice","","","","",""
"114","114","Vanilla Meringue","Cheese Croissant","Orange Juice","","","","",""
"115","115","Vanilla Eclair","Berry Tart","Almond Croissant","","","","",""
"116","116","Pecan Tart","Vanilla Meringue","Hot Coffee","","","","",""
"117","117","Lemon Tart","Marzipan Cookie","Tuile Cookie","Almond Bear Claw","","","",""
"118","118","Blackberry Tart","Cheese Croissant","Orange Juice","","","","",""
"119","119","Blueberry Tart","Gongolais Cookie","","","","","",""
"120","120","Apple Pie","Berry Tart","Bottled Water","","","","",""
"121","121","Coffee Eclair","Apple Pie","Chocolate Tart","Raspberry Cookie","Lemon Cookie","Lemon Lemonade","Raspberry Lemonade","Green Tea"
"122","122","Opera Cake","Strawberry Cake","Apricot Tart","Lemon Lemonade","","","",""
"123","123","Apricot Tart","Gongolais Cookie","Lemon Cookie","Walnut Cookie","","","",""
"124","124","Opera Cake","Cherry Tart","Apricot Danish","","","","",""
"125","125","Lemon Cake","Almond Tart","Bottled Water","","","","",""
"126","126","Strawberry Cake","Napoleon Cake","","","","","",""
"127","127","Opera Cake","Strawberry Cake","Blueberry Tart","Cherry Tart","Apricot Danish","Apple Danish","Blueberry Danish",""
"128","128","Opera Cake","Chocolate Meringue","","","","","",""
"129","129","Cherry Tart","Marzipan Cookie","Almond Twist","","","","",""
"130","130","Apple Tart","Berry Tart","Almond Twist","Bottled Water","","","",""
"131","131","Chocolate Cake","Chocolate Croissant","Chocolate Coffee","","","","",""
"132","132","Almond Bear Claw","","","","","","",""
"133","133","Pecan Tart","Gongolais Cookie","Walnut Cookie","Raspberry Lemonade","","","",""
"134","134","Vanilla Eclair","Gongolais Cookie","Green Tea","","","","",""
"135","135","Apple Pie","Marzipan Cookie","","","","","",""
"136","136","Lemon Cake","Lemon Cookie","Chocolate Meringue","Marzipan Cookie","Tuile Cookie","","",""
"137","137","Opera Cake","Truffle Cake","Coffee Eclair","Berry Tart","","","",""
"138","138","Opera Cake","Cherry Tart","Apricot Danish","","","","",""
"139","139","Coffee Eclair","Apple Pie","Almond Twist","Hot Coffee","","","",""
"140","140","Apple Tart","Apple Croissant","Chocolate Croissant","Apple Danish","Cherry Soda","","",""
"141","141","Casino Cake","Truffle Cake","Ganache Cookie","","","","",""
"142","142","Opera Cake","Strawberry Cake","Blackberry Tart","","","","",""
"143","143","Casino Cake","Apple Pie","Chocolate Meringue","Walnut Cookie","","","",""
"144","144","Opera Cake","Cherry Tart","Apricot Danish","","","","",""
"145","145","Vanilla Eclair","Raspberry Cookie","Apple Croissant","Single Espresso","","","",""
"146","146","Casino Cake","Napoleon Cake","Blueberry Tart","Vanilla Meringue","","","",""
"147","147","Strawberry Cake","Napoleon Cake","","","","","",""
"148","148","Chocolate Tart","Walnut Cookie","Vanilla Frappuccino","","","","",""
"149","149","Chocolate Cake","Casino Cake","Vanilla Eclair","Gongolais Cookie","Almond Bear Claw","Chocolate Coffee","",""
"150","150","Apricot Tart","Single Espresso","","","","","",""
"151","151","Apple Pie","Apple Danish","","","","","",""
"152","152","Coffee Eclair","Apple Pie","Almond Twist","","","","",""
"153","153","Napoleon Cake","Apple Pie","Gongolais Cookie","Lemon Cookie","Raspberry Lemonade","","",""
"154","154","Napoleon Cake","","","","","","",""
"155","155","Truffle Cake","Gongolais Cookie","","","","","",""
"156","156","Strawberry Cake","Chocolate Eclair","Vanilla Eclair","Cherry Soda","","","",""
"157","157","Strawberry Cake","Napoleon Cake","Berry Tart","","","","",""
"158","158","Opera Cake","Truffle Cake","Gongolais Cookie","","","","",""
"159","159","Casino Cake","Truffle Cake","Gongolais Cookie","","","","",""
"160","160","Truffle Cake","Coffee Eclair","Blackberry Tart","Cherry Tart","Apricot Danish","Single Espresso","",""
"161","161","Raspberry Cookie","Lemon Cookie","Lemon Lemonade","Raspberry Lemonade","Green Tea","","",""
"162","162","Chocolate Cake","Casino Cake","Almond Tart","","","","",""
"163","163","Casino Cake","Marzipan Cookie","Apple Danish","","","","",""
"164","164","Apple Tart","Apple Croissant","Apple Danish","Cherry Soda","","","",""
"165","165","Strawberry Cake","Napoleon Cake","","","","","",""
"166","166","Strawberry Cake","Napoleon Cake","","","","","",""
"167","167","Apple Tart","Gongolais Cookie","Marzipan Cookie","Cherry Soda","","","",""
"168","168","Truffle Cake","Vanilla Eclair","Gongolais Cookie","Apple Croissant","","","",""
"169","169","Coffee Eclair","Blackberry Tart","Single Espresso","","","","",""
"170","170","Coffee Eclair","Apple Pie","Almond Twist","Hot Coffee","","","",""
"171","171","Strawberry Cake","Chocolate Meringue","Apricot Danish","Green Tea","","","",""
"172","172","Truffle Cake","Gongolais Cookie","Almond Croissant","Apple Danish","Bottled Water","","",""
"173","173","Lemon Cake","Casino Cake","Chocolate Eclair","Coffee Eclair","Gongolais Cookie","","",""
"174","174","Apricot Tart","Gongolais Cookie","Tuile Cookie","Apricot Danish","","","",""
"175","175","Opera Cake","Lemon Tart","Green Tea","","","","",""
"176","176","Opera Cake","Cherry Tart","Apricot Danish","","","","",""
"177","177","Lemon Tart","Marzipan Cookie","Tuile Cookie","","","","",""
"178","178","Hot Coffee","","","","","","",""
"179","179","Chocolate Cake","Casino Cake","Chocolate Coffee","","","","",""
"180","180","Tuile Cookie","Apricot Croissant","Apricot Danish","Almond Twist","","","",""
"181","181","Strawberry Cake","Lemon Tart","","","","","",""
"182","182","Chocolate Cake","Ganache Cookie","Chocolate Coffee","","","","",""
"183","183","Chocolate Cake","Casino Cake","Coffee Eclair","Cheese Croissant","Orange Juice","","",""
"184","184","Vanilla Eclair","Lemon Cookie","","","","","",""
"185","185","Marzipan Cookie","Tuile Cookie","Raspberry Lemonade","Orange Juice","","","",""
"186","186","Napoleon Cake","Hot Coffee","","","","","",""
"187","187","Casino Cake","Walnut Cookie","Lemon Lemonade","Green Tea","Cherry Soda","","",""
"188","188","Chocolate Tart","Walnut Cookie","Vanilla Frappuccino","","","","",""
"189","189","Truffle Cake","Apricot Tart","Apricot Danish","Almond Twist","Green Tea","","",""
"190","190","Chocolate Meringue","","","","","","",""
"191","191","Cherry Tart","Lemon Cookie","Walnut Cookie","Almond Bear Claw","Hot Coffee","","",""
"192","192","Strawberry Cake","Truffle Cake","Chocolate Meringue","","","","",""
"193","193","Ganache Cookie","","","","","","",""
"194","194","Lemon Cake","Lemon Tart","","","","","",""
"195","195","Berry Tart","Bottled Water","","","","","",""
"196","196","Truffle Cake","Gongolais Cookie","","","","","",""
"197","197","Lemon Cake","Truffle Cake","Gongolais Cookie","","","","",""
"198","198","Chocolate Tart","Almond Bear Claw","","","","","",""
"199","199","Lemon Cake","Gongolais Cookie","","","","","",""
"200","200","Almond Tart","Vanilla Meringue","Marzipan Cookie","Lemon Lemonade","","","",""
"201","201","Coffee Eclair","Lemon Tart","Tuile Cookie","Apple Croissant","Almond Bear Claw","Blueberry Danish","",""
"202","202","Opera Cake","Cherry Tart","Chocolate Croissant","","","","",""
"203","203","Apple Tart","Berry Tart","","","","","",""
"204","204","Truffle Cake","Gongolais Cookie","Raspberry Cookie","Almond Twist","Raspberry Lemonade","","",""
"205","205","Chocolate Cake","Vanilla Eclair","Bottled Water","","","","",""
"206","206","Coffee Eclair","Lemon Tart","Hot Coffee","","","","",""
"207","207","Chocolate Eclair","Berry Tart","Gongolais Cookie","Lemon Cookie","","","",""
"208","208","Chocolate Cake","Blueberry Tart","Apple Danish","","","","",""
"209","209","Almond Croissant","Almond Bear Claw","Chocolate Coffee","","","","",""
"210","210","Apple Tart","Apple Croissant","Apple Danish","","","","",""
"211","211","Coffee Eclair","Napoleon Cake","Chocolate Meringue","Apple Danish","","","",""
"212","212","Strawberry Cake","Apple Tart","Chocolate Meringue","Apricot Croissant","","","",""
"213","213","Opera Cake","Cherry Tart","Pecan Tart","Raspberry Cookie","Vanilla Meringue","Cheese Croissant","Apricot Danish",""
"214","214","Coffee Eclair","Almond Tart","Tuile Cookie","Apricot Croissant","","","",""
"215","215","Lemon Cake","Strawberry Cake","Chocolate Eclair","Blueberry Tart","Chocolate Tart","Apple Danish","Almond Bear Claw","Hot Coffee"
"216","216","Strawberry Cake","Napoleon Cake","","","","","",""
"217","217","Lemon Cake","Lemon Tart","Ganache Cookie","Blueberry Danish","","","",""
"218","218","Coffee Eclair","Apple Pie","Almond Twist","Hot Coffee","Cherry Soda","","",""
"219","219","Marzipan Cookie","Chocolate Coffee","","","","","",""
"220","220","Coffee Eclair","Apple Pie","Almond Twist","Hot Coffee","","","",""
"221","221","Raspberry Cookie","Lemon Cookie","Lemon Lemonade","Raspberry Lemonade","Green Tea","","",""
"222","222","Truffle Cake","Almond Tart","Apple Pie","","","","",""
"223","223","Marzipan Cookie","Tuile Cookie","Cheese Croissant","Cherry Soda","","","",""
"224","224","Opera Cake","Cherry Tart","Apricot Danish","","","","",""
"225","225","Blackberry Tart","Single Espresso","","","","","",""
"226","226","Pecan Tart","Raspberry Lemonade","","","","","",""
"227","227","Marzipan Cookie","Tuile Cookie","","","","","",""
"228","228","Lemon Cake","Opera Cake","Lemon Tart","Ganache Cookie","","","",""
"229","229","Berry Tart","Cherry Tart","Lemon Tart","Apple Croissant","Blueberry Danish","","",""
"230","230","Coffee Eclair","Blackberry Tart","","","","","",""
"231","231","Coffee Eclair","Apple Pie","Almond Twist","Hot Coffee","","","",""
"232","232","Napoleon Cake","Apricot Croissant","Lemon Lemonade","","","","",""
"233","233","Truffle Cake","Gongolais Cookie","","","","","",""
"234","234","Truffle Cake","Napoleon Cake","Almond Bear Claw","Blueberry Danish","Lemon Lemonade","Green Tea","",""
"235","235","Strawberry Cake","Raspberry Cookie","","","","","",""
"236","236","Marzipan Cookie","Tuile Cookie","","","","","",""
"237","237","Opera Cake","Truffle Cake","Coffee Eclair","Gongolais Cookie","Tuile Cookie","Hot Coffee","",""
"238","238","Strawberry Cake","Apricot Tart","Berry Tart","Marzipan Cookie","Tuile Cookie","Almond Bear Claw","",""
"239","239","Cherry Tart","Almond Twist","Single Espresso","","","","",""
"240","240","Apricot Danish","Lemon Lemonade","Hot Coffee","","","","",""
"241","241","Coffee Eclair","Apple Pie","Almond Twist","Hot Coffee","","","",""
"242","242","Blueberry Tart","Apricot Croissant","Hot Coffee","","","","",""
"243","243","Apple Tart","Apple Croissant","Apple Danish","Cherry Soda","","","",""
"244","244","Vanilla Eclair","Apricot Tart","Berry Tart","Blueberry Tart","Walnut Cookie","Apple Croissant","Bottled Water",""
"245","245","Tuile Cookie","Green Tea","","","","","",""
"246","246","Opera Cake","","","","","","",""
"247","247","Blueberry Tart","Marzipan Cookie","Tuile Cookie","","","","",""
"248","248","Opera Cake","Cherry Tart","Apricot Danish","","","","",""
"249","249","Almond Croissant","Lemon Lemonade","","","","","",""
"250","250","Chocolate Cake","Casino Cake","Chocolate Coffee","","","","",""
"251","251","Chocolate Cake","Casino Cake","Chocolate Coffee","","","","",""
"252","252","Opera Cake","Cherry Tart","Apricot Danish","","","","",""
"253","253","Coffee Eclair","Blackberry Tart","","","","","",""
"254","254","Blueberry Tart","Apricot Croissant","Cheese Croissant","","","","",""
"255","255","Casino Cake","Truffle Cake","Coffee Eclair","Apple Pie","Apricot Danish","Raspberry Lemonade","",""
"256","256","Lemon Cookie","Walnut Cookie","Apple Danish","Almond Bear Claw","Single Espresso","","",""
"257","257","Apricot Tart","Marzipan Cookie","Tuile Cookie","Single Espresso","","","",""
"258","258","Lemon Cake","Lemon Tart","Tuile Cookie","Bottled Water","","","",""
"259","259","Truffle Cake","Napoleon Cake","Ganache Cookie","Vanilla Meringue","Almond Croissant","Chocolate Coffee","Vanilla Frappuccino",""
"260","260","Chocolate Tart","Raspberry Cookie","Hot Coffee","","","","",""
"261","261","Blueberry Tart","Cherry Tart","Blueberry Danish","Green Tea","","","",""
"262","262","Vanilla Eclair","Berry Tart","Vanilla Meringue","Walnut Cookie","","","",""
"263","263","Chocolate Cake","Lemon Cake","Truffle Cake","Vanilla Eclair","Gongolais Cookie","Raspberry Cookie","Bottled Water",""
"264","264","Casino Cake","Gongolais Cookie","Cheese Croissant","Almond Twist","","","",""
"265","265","Gongolais Cookie","Chocolate Meringue","Walnut Cookie","Apple Croissant","Apple Danish","","",""
"266","266","Chocolate Eclair","Marzipan Cookie","Tuile Cookie","","","","",""
"267","267","Lemon Cake","Lemon Tart","","","","","",""
"268","268","Apple Tart","Apple Croissant","Apple Danish","Cherry Soda","","","",""
"269","269","Apricot Tart","Cheese Croissant","Orange Juice","","","","",""
"270","270","Chocolate Tart","Walnut Cookie","Blueberry Danish","Vanilla Frappuccino","","","",""
"271","271","Vanilla Meringue","Orange Juice","","","","","",""
"272","272","Ganache Cookie","Vanilla Meringue","Almond Bear Claw","","","","",""
"273","273","Vanilla Eclair","","","","","","",""
"274","274","Opera Cake","Chocolate Eclair","Blueberry Tart","Cherry Tart","Chocolate Meringue","Apricot Danish","",""
"275","275","Apple Tart","Blueberry Tart","Apple Croissant","Apple Danish","Cherry Soda","","",""
"276","276","Napoleon Cake","","","","","","",""
"277","277","Coffee Eclair","Tuile Cookie","","","","","",""
"278","278","Apple Tart","","","","","","",""
"279","279","Berry Tart","Gongolais Cookie","Bottled Water","","","","",""
"280","280","Lemon Cookie","Walnut Cookie","Orange Juice","","","","",""
"281","281","Apple Croissant","Cheese Croissant","Cherry Soda","","","","",""
"282","282","Coffee Eclair","Blackberry Tart","Single Espresso","","","","",""
"283","283","Marzipan Cookie","Tuile Cookie","Almond Twist","","","","",""
"284","284","Chocolate Cake","Casino Cake","Coffee Eclair","Chocolate Coffee","","","",""
"285","285","Coffee Eclair","Blackberry Tart","Single Espresso","","","","",""
"286","286","Berry Tart","Blueberry Tart","Lemon Tart","Apricot Croissant","Raspberry Lemonade","Hot Coffee","",""
"287","287","Almond Tart","Raspberry Cookie","Lemon Cookie","","","","",""
"288","288","Chocolate Cake","Casino Cake","Chocolate Coffee","","","","",""
"289","289","Cheese Croissant","Chocolate Croissant","Cherry Soda","","","","",""
"290","290","Lemon Cake","Lemon Tart","Almond Croissant","","","","",""
"291","291","Strawberry Cake","Napoleon Cake","Lemon Tart","Orange Juice","Bottled Water","","",""
"292","292","Marzipan Cookie","Tuile Cookie","","","","","",""
"293","293","Chocolate Cake","Casino Cake","Chocolate Coffee","","","","",""
"294","294","Chocolate Tart","Walnut Cookie","Vanilla Frappuccino","","","","",""
"295","295","Apple Tart","Apple Croissant","Apricot Croissant","Apple Danish","Cherry Soda","","",""
"296","296","Opera Cake","Berry Tart","Lemon Tart","Pecan Tart","Bottled Water","","",""
"297","297","Gongolais Cookie","Marzipan Cookie","Tuile Cookie","","","","",""
"298","298","Berry Tart","Bottled Water","Hot Coffee","","","","",""
"299","299","Apple Croissant","Blueberry Danish","Cherry Soda","","","","",""
"300","300","Opera Cake","Blackberry Tart","Chocolate Meringue","Vanilla Frappuccino","","","",""
"301","301","Coffee Eclair","Blackberry Tart","Single Espresso","","","","",""
"302","302","Lemon Cake","Strawberry Cake","Napoleon Cake","Chocolate Coffee","","","",""
"303","303","Chocolate Tart","Walnut Cookie","Vanilla Frappuccino","","","","",""
"304","304","Berry Tart","Walnut Cookie","Bottled Water","","","","",""
"305","305","Coffee Eclair","Apple Pie","Almond Twist","Hot Coffee","","","",""
"306","306","Apple Pie","Apricot Tart","Lemon Tart","Raspberry Cookie","Apricot Danish","Almond Bear Claw","Hot Coffee",""
"307","307","Casino Cake","Apricot Tart","Blackberry Tart","Almond Bear Claw","","","",""
"308","308","Lemon Tart","","","","","","",""
"309","309","Gongolais Cookie","Raspberry Cookie","Tuile Cookie","Hot Coffee","","","",""
"310","310","Raspberry Cookie","Lemon Cookie","Lemon Lemonade","Raspberry Lemonade","Green Tea","","",""
"311","311","Chocolate Meringue","Tuile Cookie","Almond Twist","Hot Coffee","Vanilla Frappuccino","","",""
"312","312","Coffee Eclair","Apple Pie","Almond Twist","Hot Coffee","","","",""
"313","313","Chocolate Tart","Ganache Cookie","Blueberry Danish","","","","",""
"314","314","Opera Cake","Truffle Cake","Cherry Tart","Apricot Danish","","","",""
"315","315","Pecan Tart","Walnut Cookie","Green Tea","","","","",""
"316","316","Strawberry Cake","Napoleon Cake","","","","","",""
"317","317","Truffle Cake","Gongolais Cookie","","","","","",""
"318","318","Chocolate Cake","Casino Cake","Apple Croissant","Chocolate Coffee","","","",""
"319","319","Coffee Eclair","Apple Pie","Almond Twist","Hot Coffee","","","",""
"320","320","Chocolate Meringue","Tuile Cookie","Almond Croissant","Cheese Croissant","","","",""
"321","321","Lemon Cake","Raspberry Cookie","Blueberry Danish","Raspberry Lemonade","","","",""
"322","322","Opera Cake","Truffle Cake","Gongolais Cookie","Walnut Cookie","","","",""
"323","323","Lemon Cake","Strawberry Cake","Truffle Cake","Blackberry Tart","","","",""
"324","324","Chocolate Cake","Casino Cake","Chocolate Coffee","","","","",""
"325","325","Strawberry Cake","Chocolate Meringue","Walnut Cookie","","","","",""
"326","326","Chocolate Cake","Apricot Tart","Marzipan Cookie","Blueberry Danish","Bottled Water","","",""
"327","327","Lemon Cake","Truffle Cake","Gongolais Cookie","","","","",""
"328","328","Berry Tart","Bottled Water","","","","","",""
"329","329","Lemon Cake","Apple Tart","Lemon Tart","Almond Croissant","","","",""
"330","330","Coffee Eclair","Blackberry Tart","Single Espresso","","","","",""
"331","331","Strawberry Cake","Napoleon Cake","Cheese Croissant","","","","",""
"332","332","Coffee Eclair","Blackberry Tart","Chocolate Tart","Blueberry Danish","Single Espresso","","",""
"333","333","Casino Cake","Vanilla Eclair","Tuile Cookie","Orange Juice","","","",""
"334","334","Chocolate Tart","Walnut Cookie","Vanilla Frappuccino","","","","",""
"335","335","Opera Cake","Truffle Cake","Cherry Tart","Chocolate Meringue","Marzipan Cookie","Apricot Danish","",""
"336","336","Lemon Cake","Apple Tart","Cherry Soda","","","","",""
"337","337","Truffle Cake","Gongolais Cookie","","","","","",""
"338","338","Chocolate Cake","Casino Cake","Chocolate Coffee","","","","",""
"339","339","Opera Cake","Strawberry Cake","Coffee Eclair","Napoleon Cake","","","",""
"340","340","Apple Tart","Apple Croissant","Apple Danish","Cherry Soda","","","",""
"341","341","Casino Cake","Truffle Cake","Hot Coffee","Cherry Soda","","","",""
"342","342","Coffee Eclair","Blackberry Tart","Single Espresso","","","","",""
"343","343","Apple Pie","Lemon Cookie","Apricot Danish","","","","",""
"344","344","Vanilla Eclair","Cheese Croissant","Orange Juice","","","","",""
"345","345","Strawberry Cake","Vanilla Eclair","Marzipan Cookie","Tuile Cookie","","","",""
